direccion,localidad,latitud,longitud
"ALMTE CORDERO 3100, Avellaneda, Buenos Aires",Avellaneda,-34.6860225741389,-58.3509652844961
"CASELLA PINERO 100, Avellaneda, Buenos Aires",Avellaneda,-34.6750873262937,-58.3494474678115
"GRL DEHEZA 140, Avellaneda, Buenos Aires",Avellaneda,-34.68772827905221,-58.34191486072039
"4158 MUNOZ 300, San Miguel, Buenos Aires",San Miguel,-34.5499552066314,-58.6958200411625
"3166 ACONQUIJA 800, San Miguel, Buenos Aires",San Miguel,-34.5616544751401,-58.6857253962283
"4149 ESPANA 1100, San Miguel, Buenos Aires",San Miguel,-34.54961450910077,-58.72499965145342
"MONTES DE OCA 320, Avellaneda, Buenos Aires",Avellaneda,-34.657459917873254,-58.36590918541462
"4105 AZCUENAGA 2700, San Miguel, Buenos Aires",San Miguel,-34.56133684025,-58.7125575965675
"AV GENERAL GUEMES 2100, Avellaneda, Buenos Aires",Avellaneda,-34.6870476691919,-58.3783214936795
"MARIANO ACOSTA 1400, Avellaneda, Buenos Aires",Avellaneda,-34.6736695181415,-58.3808188251327
"MARIANO MORENO 6161, Avellaneda, Buenos Aires",Avellaneda,-34.70245047672619,-58.317048515473246
"4168 DOMINGO F SARMIENTO 100, San Miguel, Buenos Aires",San Miguel,-34.55347966826075,-58.69964618301805
"BAHIA BLANCA (ESQUINA EMILIO ZOLA), Avellaneda, Buenos Aires",Avellaneda,-34.6985432223176,-58.3155122306774
"SAN LORENZO 370, Avellaneda, Buenos Aires",Avellaneda,-34.691278286477605,-58.341091580802
"4164 PAUNERO 100, San Miguel, Buenos Aires",San Miguel,-34.5514028473506,-58.697664148831
"ALBERTO PINERO 825, San Miguel, Buenos Aires",San Miguel,-34.56130413868413,-58.684731761764375
"MARIO BRAVO 700, Avellaneda, Buenos Aires",Avellaneda,-34.6738363021092,-58.390688803776
"CNL AREVALO 500, Avellaneda, Buenos Aires",Avellaneda,-34.6903175510569,-58.3242336871943
"DR ESTANISLAO S ZEBALLOS 6087, Avellaneda, Buenos Aires",Avellaneda,-34.700408643258505,-58.31745111452357
"ARENALES 106, Avellaneda, Buenos Aires",Avellaneda,-34.665997780178714,-58.36047604256102
"AV BARTOLOME MITRE 2900, Avellaneda, Buenos Aires",Avellaneda,-34.67777813587009,-58.34725084099183
"MARIANO MORENO 5900, Avellaneda, Buenos Aires",Avellaneda,-34.699453781071,-58.3207537783371
"AV BARTOLOME MITRE 2764, Avellaneda, Buenos Aires",Avellaneda,-34.67731101336763,-58.34763301824525
"ORTEGA 6500, Avellaneda, Buenos Aires",Avellaneda,-34.6961664959457,-58.3046588899994
"LINCOLN 52, Avellaneda, Buenos Aires",Avellaneda,-34.70620981711979,-58.313758886934444
"3178 ENTRE RIOS 700, San Miguel, Buenos Aires",San Miguel,-34.5637962045416,-58.6908207373068
"3031 PARAGUAY 1800, San Miguel, Buenos Aires",San Miguel,-34.569940488657245,-58.682553311928054
"MARIANO MORENO 5850, Avellaneda, Buenos Aires",Avellaneda,-34.69989233495299,-58.3202104022594
"CMTE LUCENA 1800, Avellaneda, Buenos Aires",Avellaneda,-34.6829401763777,-58.3650140408501
"GRL IRIATE 200, Avellaneda, Buenos Aires",Avellaneda,-34.6696493700196,-58.3512135362375
"RECONQUISTA 1582, Avellaneda, Buenos Aires",Avellaneda,-34.68564454130026,-58.36810906588097
"SALVADOR SOREDA 5400, Avellaneda, Buenos Aires",Avellaneda,-34.6933361696318,-58.3202553938134
"CNL JOSE RONDEAU 100, Avellaneda, Buenos Aires",Avellaneda,-34.7021202636664,-58.3213110318367
"LOBOS 247, Avellaneda, Buenos Aires",Avellaneda,-34.69678378134187,-58.321249355707366
"CASEROS, Monte, Buenos Aires",San Miguel del Monte,-35.45398184886815,-58.81909362630556
"PIERRES 600, Avellaneda, Buenos Aires",Avellaneda,-34.696045245549,-58.335739966122
"BRAGADO 6500, Avellaneda, Buenos Aires",Avellaneda,-34.703020208492,-58.3120819910089
"3234 FLORENCIO VARELA 1300, San Miguel, Buenos Aires",San Miguel,-34.5850851189262,-58.7016944625004
"CNL BRANDSEN 5810, Avellaneda, Buenos Aires",Avellaneda,-34.70169770839195,-58.32319039855967
"GALICIA 359, Avellaneda, Buenos Aires",Avellaneda,-34.67418263770732,-58.38623584442797
"SAN VICENTE 900, Avellaneda, Buenos Aires",Avellaneda,-34.6881348644641,-58.3182327730207
"GRL ARREDONDO 5700, Avellaneda, Buenos Aires",Avellaneda,-34.7064010712227,-58.3324439292932
"COMOD RIVADAVIA 6000, Avellaneda, Buenos Aires",Avellaneda,-34.7035436017463,-58.3251892806868
"CNL AREVALO 700, Avellaneda, Buenos Aires",Avellaneda,-34.6885042171731,-58.3221425082186
"DE LA PENA 1700, Avellaneda, Buenos Aires",Avellaneda,-34.7120715313493,-58.3424479032019
"MANUEL CORVALAN 100, Avellaneda, Buenos Aires",Avellaneda,-34.6998343416229,-58.3228631966935
"LAS FLORES 100, Avellaneda, Buenos Aires",Avellaneda,-34.7030694764915,-58.3162935397597
"SAN LORENZO 100, Avellaneda, Buenos Aires",Avellaneda,-34.68933502963361,-58.33879212420851
"CHASCOMUS 800, Avellaneda, Buenos Aires",Avellaneda,-34.7010698617901,-58.3347444616954
"GRL VILLEGAS 5300, Avellaneda, Buenos Aires",Avellaneda,-34.70217326472282,-58.3333468335202
"CATAMARCA 1900, Avellaneda, Buenos Aires",Avellaneda,-34.6754862605917,-58.3866420508833
"CHASCOMUS 300, Avellaneda, Buenos Aires",Avellaneda,-34.6975079161597,-58.3306581194027
"GRL LUIS MARIA CAMPOS 3300, Avellaneda, Buenos Aires",Avellaneda,-34.6837901805192,-58.3438629362382
"LEANDRO N ALEM 1700, Avellaneda, Buenos Aires",Avellaneda,-34.6529718899088,-58.3464011890462
"LOMAS DE ZAMORA 406, Avellaneda, Buenos Aires",Avellaneda,-34.696798427836725,-58.31759068745879
"GRL LAVALLE 200, Avellaneda, Buenos Aires",Avellaneda,-34.6633322040271,-58.367022902467
"4184 ZUVIRIA 978, San Miguel, Buenos Aires",San Miguel,-34.55260012455566,-58.70997423680259
"ALMTE CORDERO 5800, Avellaneda, Buenos Aires",Avellaneda,-34.7045230945315,-58.3282580728629
"GRL CONESA 1985, Avellaneda, Buenos Aires",Avellaneda,-34.66782080485596,-58.39929816178464
"GRL PIRAN 46, Avellaneda, Buenos Aires",Avellaneda,-34.70088229564619,-58.320348703191534
"FLORENTINO AMEGHINO 1000, Avellaneda, Buenos Aires",Avellaneda,-34.6631259975915,-58.3613892339617
"CNL BRANDSEN 1998, Avellaneda, Buenos Aires",Avellaneda,-34.67341994740734,-58.357897808975096
"ALMTE SOLIER 6100, Avellaneda, Buenos Aires",Avellaneda,-34.7060633685861,-58.3242544712581
"3216 GUSTAVO FLAUBERT 1396, San Miguel, Buenos Aires",San Miguel,-34.58096773932104,-58.69571721290914
"4156 SERRANO 2200, San Miguel, Buenos Aires",San Miguel,-34.5345401218189,-58.7147838057779
"4152 GRAL URQUIZA 1270, San Miguel, Buenos Aires",San Miguel,-34.54127503935921,-58.70370777833897
"AVELLANEDA 1700, Avellaneda, Buenos Aires",Avellaneda,-34.6529528034408,-58.3478075187329
"PAYSANDU, Avellaneda, Buenos Aires",Avellaneda,-34.702506601464506,-58.320148945822154
"DR CARLOS A CASAZZA, Avellaneda, Buenos Aires",Avellaneda,-34.68597847324485,-58.3306315830554
"ESTEBAN ECHEVERRIA 36, Avellaneda, Buenos Aires",Avellaneda,-34.70599497688875,-58.316838966535634
"MONSENIOR PIAGGIO 55, Avellaneda, Buenos Aires",Avellaneda,-34.66367394765066,-58.363839928550675
"3178 ENTRE RIOS 1200, San Miguel, Buenos Aires",San Miguel,-34.5693033632679,-58.6832648745136
"4188 GELLY Y OBES 1769, San Miguel, Buenos Aires",San Miguel,-34.54674169091034,-58.720199322667156
"CNL SUAREZ, Avellaneda, Buenos Aires",Avellaneda,-34.6613057339612,-58.340753245598705
"LOBOS, Avellaneda, Buenos Aires",Avellaneda,-34.68557390472545,-58.3093993855411
"LAPRIDA 85, Avellaneda, Buenos Aires",Avellaneda,-34.663233581433815,-58.361538273143886
"MENDOZA 1600, Avellaneda, Buenos Aires",Avellaneda,-34.6706576710118,-58.3868229727455
"3035 AZOPARDO 3400, San Miguel, Buenos Aires",San Miguel,-34.5829020064904,-58.6993868950222
"4123 AVELLANEDA 500, San Miguel, Buenos Aires",San Miguel,-34.5402933917222,-58.6992767152719
"4131 ITALIA 600, San Miguel, Buenos Aires",San Miguel,-34.5391258386939,-58.70263889702
"ARENALES 100, Avellaneda, Buenos Aires",Avellaneda,-34.666042370839676,-58.360543466140676
"GRL CONESA 1873, Avellaneda, Buenos Aires",Avellaneda,-34.66715207556779,-58.39856868220969
"MATANZA 600, Avellaneda, Buenos Aires",Avellaneda,-34.699855963831,-58.3316585942777
"3071 QUIRNO 2500, San Miguel, Buenos Aires",San Miguel,-34.5674686965621,-58.6996218280239
"4166 PRES JUAN D PERON 500, San Miguel, Buenos Aires",San Miguel,-34.5510674094166,-58.6999533436858
"LOBOS 51, Avellaneda, Buenos Aires",Avellaneda,-34.69857524291962,-58.32331852446594
"ALBERTO LARTIGAU 100, Avellaneda, Buenos Aires",Avellaneda,-34.7039289999322,-58.3152284302037
"LAFAYETTE 200, Avellaneda, Buenos Aires",Avellaneda,-34.6709058647458,-58.3548213944489
"ARMENIA 300, Avellaneda, Buenos Aires",Avellaneda,-34.6875088719676,-58.3310444133809
"TTE CNL LAFUENTE 5800, Avellaneda, Buenos Aires",Avellaneda,-34.7105864853952,-58.3333531184223
"COTAGAITA 200, Avellaneda, Buenos Aires",Avellaneda,-34.7000995307084,-58.3251059166214
"DR ESTANISLAO S ZEBALLOS 3800, Avellaneda, Buenos Aires",Avellaneda,-34.68250827625004,-58.339773818907226
"AV BARTOLOME MITRE 900, Avellaneda, Buenos Aires",Avellaneda,-34.663631473025426,-58.36292869178898
"SAN MARTIN 705, Avellaneda, Buenos Aires",Avellaneda,-34.663278731184114,-58.3651061488631
"4129 RODRIGUEZ PENA 1210, San Miguel, Buenos Aires",San Miguel,-34.54614716302802,-58.70839479444281
"4164 PAUNERO 1600, San Miguel, Buenos Aires",San Miguel,-34.54613142369242,-58.704971510384155
"4127 SIR ALEXANDER FLEMING 3300, San Miguel, Buenos Aires",San Miguel,-34.5609176390401,-58.7241404563319
"3067 SOURDEAUX 800, San Miguel, Buenos Aires",San Miguel,-34.5544419745782,-58.6834555238122
"ORTEGA 5900, Avellaneda, Buenos Aires",Avellaneda,-34.6911867203876,-58.3101617842606
"CNL BRANDSEN 5500, Avellaneda, Buenos Aires",Avellaneda,-34.6981691163116,-58.3274029209575
"MARIANO MORENO 6000, Avellaneda, Buenos Aires",Avellaneda,-34.7003133466797,-58.3196887612248
"AV BARTOLOME MITRE 2000, Avellaneda, Buenos Aires",Avellaneda,-34.6698621386503,-58.3542856727668
"ESTEBAN ECHEVERRIA 300, Avellaneda, Buenos Aires",Avellaneda,-34.7072891315193,-58.3183689756651
"LINCOLN 100, Avellaneda, Buenos Aires",Avellaneda,-34.7056480156879,-58.3130981439403
"MANUEL BELGRANO 5400, Avellaneda, Buenos Aires",Avellaneda,-34.6985213811987,-58.3289790198414
"4186 GRANADEROS A CABALLO 2900, San Miguel, Buenos Aires",San Miguel,-34.5384363894221,-58.7307134010728
"GUAMINI 6274, Avellaneda, Buenos Aires",Avellaneda,-34.69318125252931,-58.303208352359874
"MAYOR IRUSTA, San Miguel, Buenos Aires",San Miguel,-34.593523785459794,-58.714740293255204
"3061 MARIANO MORENO 2600, San Miguel, Buenos Aires",San Miguel,-34.5704707148233,-58.6975537554348
"ALMTE SOLIER 5700, Avellaneda, Buenos Aires",Avellaneda,-34.7027738777057,-58.3282059614972
"CNL MADARIAGA 1500, Avellaneda, Buenos Aires",Avellaneda,-34.693740859151,-58.3572067169564
"4168 DOMINGO F SARMIENTO 2056 (ENTRE 4157 GUEMES Y 4155 ARGUERO), San Miguel, Buenos Aires",San Miguel,-34.53898277476992,-58.71833526127071
"PAYSANDU 800, Avellaneda, Buenos Aires",Avellaneda,-34.7087575589649,-58.327485272912
"DR ESTANISLAO S ZEBALLOS 6300, Avellaneda, Buenos Aires",Avellaneda,-34.7021809914479,-58.3152638737449
"THAMES 4791, Avellaneda, Buenos Aires",Avellaneda,-34.697607475148025,-58.33604006976332
"3031 PARAGUAY 1900, San Miguel, Buenos Aires",San Miguel,-34.5693068643986,-58.6819191053342
"4158 MUNOZ 1200, San Miguel, Buenos Aires",San Miguel,-34.543912940363,-58.7039916147514
"MARIANO MORENO 4500, Avellaneda, Buenos Aires",Avellaneda,-34.6905787450084,-58.3327613942444
"MAGDALENA 900, Avellaneda, Buenos Aires",Avellaneda,-34.7003345185027,-58.3356758915286
"CNL MENDEZ 900, Avellaneda, Buenos Aires",Avellaneda,-34.7057892067763,-58.333176517347
"GDOR OLIDEN 1702, Avellaneda, Buenos Aires",Avellaneda,-34.669196644174,-58.3949458125929
"ALMTE CORDERO 3800, Avellaneda, Buenos Aires",Avellaneda,-34.6914230002996,-58.3444419749555
"4137 BELGRANO 1018, San Miguel, Buenos Aires",San Miguel,-34.542120329912784,-58.71013708496891
"4167 LAS MALVINAS (ENTRE 4198 SAN NICOLAS Y 4200 CONSTITUCION), San Miguel, Buenos Aires",San Miguel,-34.544994415359696,-58.7329579895643
"URUGUAY 200, Avellaneda, Buenos Aires",Avellaneda,-34.6739845062919,-58.3828200694709
"INT BEGUIRISTAIN 300, Avellaneda, Buenos Aires",Avellaneda,-34.6679612011516,-58.3508808416825
"AV BARTOLOME MITRE 2600, Avellaneda, Buenos Aires",Avellaneda,-34.6750873262937,-58.3494474678115
"GRL HEREDIA 2800, Avellaneda, Buenos Aires",Avellaneda,-34.6895014872645,-58.3609786340809
"GERVASIO A DE POSADAS 400, Avellaneda, Buenos Aires",Avellaneda,-34.6944394467972,-58.3356302616983
"SALVADOR SOREDA 6000, Avellaneda, Buenos Aires",Avellaneda,-34.6976635922426,-58.3144715349893
"FRENCH 92, Avellaneda, Buenos Aires",Avellaneda,-34.66032689467778,-58.365470896487
"3025 MOISES LEBENSOHN 900, San Miguel, Buenos Aires",San Miguel,-34.56855447701721,-58.677180541486855
"4125 SGT CABRAL 5200, San Miguel, Buenos Aires",San Miguel,-34.5764386845789,-58.7397101213489
"CAMINO GRL BELGRANO 4500, Avellaneda, Buenos Aires",Avellaneda,-34.7110067877251,-58.3519289547351
"ASCASUBI 300, Avellaneda, Buenos Aires",Avellaneda,-34.7056236322232,-58.3204653753993
"4204 ALBERTO WILLIAMS 2775, San Miguel, Buenos Aires",San Miguel,-34.545372958670676,-58.73717868489124
"3061 MARIANO MORENO 2100, San Miguel, Buenos Aires",San Miguel,-34.5650943476727,-58.6921512299444
"CNL JOSE RONDEAU 600, Avellaneda, Buenos Aires",Avellaneda,-34.7064764176902,-58.3264094417325
"BERNARDINO RIVADAVIA 1090, Avellaneda, Buenos Aires",Avellaneda,-34.670677330133806,-58.392756486518856
"4161 PRINGLES 250, San Miguel, Buenos Aires",San Miguel,-34.529822273966325,-58.711694559527885
"RICARDO GUTIERREZ 1400, Avellaneda, Buenos Aires",Avellaneda,-34.6620543287883,-58.3520948706656
"GRL MANSILLA 4813, Avellaneda, Buenos Aires",Avellaneda,-34.70048016858787,-58.33774867911766
"SANTA FE (ESQUINA CHILE), Avellaneda, Buenos Aires",Avellaneda,-34.6780614706106,-58.3878140383284
"ENTRE RIOS 383, Avellaneda, Buenos Aires",Avellaneda,-34.674796191347255,-58.387495263836385
"AV BARTOLOME MITRE 200, Avellaneda, Buenos Aires",Avellaneda,-34.6583505352937,-58.3708696756158
"3198 LAGO LACAR 890, San Miguel, Buenos Aires",San Miguel,-34.571372424438024,-58.696345938361276
"4152 GRAL URQUIZA 1700, San Miguel, Buenos Aires",San Miguel,-34.542900889552214,-58.701486475867796
"4180 JOSE MARIA PAZ 1600, San Miguel, Buenos Aires",San Miguel,-34.5469803929622,-58.7153442110708
"4101 HAEDO 900, San Miguel, Buenos Aires",San Miguel,-34.5485143950452,-58.6955266045513
"GRL PAZ 200, Avellaneda, Buenos Aires",Avellaneda,-34.6661032434158,-58.3622796495847
"DR ESTANISLAO S ZEBALLOS 6500, Avellaneda, Buenos Aires",Avellaneda,-34.7039088698117,-58.3131225422907
"BISMARK 300, Avellaneda, Buenos Aires",Avellaneda,-34.6957439179091,-58.3216580808783
"EMILIO ZOLA 6200, Avellaneda, Buenos Aires",Avellaneda,-34.7004130089495,-58.3132044247536
"DR ESTANISLAO S ZEBALLOS 1700, Avellaneda, Buenos Aires",Avellaneda,-34.6674199469271,-58.3549775966756
"3208 RIO DIAMANTE (ESQUINA 3079 MONTEVIDEO), San Miguel, Buenos Aires",San Miguel,-34.568826671271,-58.7061167573693
"4147 LOS ANDES 3500, San Miguel, Buenos Aires",San Miguel,-34.5584151809447,-58.733207133274
"3148 GUIDO Y SPANO 100, San Miguel, Buenos Aires",San Miguel,-34.55336096322211,-58.68482797350012
"4133 CHARLONE 602, San Miguel, Buenos Aires",San Miguel,-34.53911471139074,-58.704510721316744
"4149 ESPANA 900, San Miguel, Buenos Aires",San Miguel,-34.54967250084955,-58.7250611051958
"MARIANO MORENO 6600, Avellaneda, Buenos Aires",Avellaneda,-34.7056480156879,-58.3130981439403
"MANUEL OCANTOS 100, Avellaneda, Buenos Aires",Avellaneda,-34.6663594598792,-58.3558712525243
"DANTE ALIGHIERI 857, Avellaneda, Buenos Aires",Avellaneda,-34.689505031959456,-58.31740851252773
"SAN ISIDRO 6000, Avellaneda, Buenos Aires",Avellaneda,-34.6957191689416,-58.3126886025222
"SAN MARINO, Avellaneda, Buenos Aires",Avellaneda,-34.671222200507,-58.38317377608375
"RN 205 - AV HIPOLITO YRIGOYEN 1800, Avellaneda, Buenos Aires",Avellaneda,-34.6776537415615,-58.3832438048955
"3029 CORDOBA 1967, San Miguel, Buenos Aires",San Miguel,-34.57081790482406,-58.68223307979422
"4156 SERRANO, San Miguel, Buenos Aires",San Miguel,-34.549245135941,-58.694525927849554
"4156 SERRANO 1345, San Miguel, Buenos Aires",San Miguel,-34.54068511224119,-58.70638382332286
"PARAGUAY 1000, Avellaneda, Buenos Aires",Avellaneda,-34.6754935825941,-58.3947043009909
"PRUDAN 700, Avellaneda, Buenos Aires",Avellaneda,-34.6877515610714,-58.3488578251223
"4115 SAN JOSE 100, San Miguel, Buenos Aires",San Miguel,-34.538684960657,-58.6932758535392
"4149 ESPANA 861, San Miguel, Buenos Aires",San Miguel,-34.537261661522706,-58.71184791665179
"CNL BRANDSEN 6252, Avellaneda, Buenos Aires",Avellaneda,-34.70494574207202,-58.319072337336806
"GRL ZAMUDIO 251, Avellaneda, Buenos Aires",Avellaneda,-34.6729464871098,-58.3471007777804
"4127 SIR ALEXANDER FLEMING 1600, San Miguel, Buenos Aires",San Miguel,-34.548330796915806,-58.710059037782656
"HELGUERA 5100, Avellaneda, Buenos Aires",Avellaneda,-34.7071133524433,-58.3417064640454
"CARABELAS 180, Avellaneda, Buenos Aires",Avellaneda,-34.67868321423514,-58.38197333774512
"JOSE ALVAREZ CONDARCO 400, Avellaneda, Buenos Aires",Avellaneda,-34.7035436017463,-58.3251892806868
"LINCOLN, Avellaneda, Buenos Aires",Avellaneda,-34.701063415835605,-58.3078056108616
"GRL PIRAN 17, Avellaneda, Buenos Aires",Avellaneda,-34.701193607344834,-58.320709803512955
"3041 MAYOR IRUSTA 5800, San Miguel, Buenos Aires",San Miguel,-34.5982559195478,-58.7199091552075
"FLORENTINO AMEGHINO 800, Avellaneda, Buenos Aires",Avellaneda,-34.6615928770704,-58.362662933188
"BRAGADO 6100, Avellaneda, Buenos Aires",Avellaneda,-34.6994138345388,-58.3165531308998
"MONSENIOR PIAGGIO, Avellaneda, Buenos Aires",Avellaneda,-34.6645836528151,-58.365088440839045
"OLAVARRIA 100, Avellaneda, Buenos Aires",Avellaneda,-34.6648621496686,-58.3571225803809
"4165 MARCOS SASTRE 100, San Miguel, Buenos Aires",San Miguel,-34.5262270720334,-58.711302706299904
"CESAR MALNATTI 2200, San Miguel, Buenos Aires",San Miguel,-34.5320696395766,-58.7121478680387
"LEBENSHON 700, Avellaneda, Buenos Aires",Avellaneda,-34.6635193517765,-58.3779947629893
"4164 PAUNERO 1826, San Miguel, Buenos Aires",San Miguel,-34.538835918023786,-58.71493651555577
"SARMIENTO 92, Avellaneda, Buenos Aires",Avellaneda,-34.662547084127915,-58.36397924774178
"3041 MAYOR IRUSTA 3777, San Miguel, Buenos Aires",San Miguel,-34.58420784927325,-58.70334571343279
"AV REMIGIO LOPEZ 2200, San Miguel, Buenos Aires",San Miguel,-34.5627869560569,-58.7444688880146
"BAHIA BLANCA 622, Avellaneda, Buenos Aires",Avellaneda,-34.69641656713972,-58.31344611258603
"DR ESTANISLAO S ZEBALLOS 6364, Avellaneda, Buenos Aires",Avellaneda,-34.70335949680372,-58.313803418324774
"BATALLA DE SAN CARLOS 200, Avellaneda, Buenos Aires",Avellaneda,-34.7057879891207,-58.3180064677001
"NECOCHEA (ENTRE AV GENERAL GUEMES Y JUAN BAUTISTA ALBERDI), Avellaneda, Buenos Aires",Avellaneda,-34.6691196762549,-58.35670578585
"4157 GUEMES 1200, San Miguel, Buenos Aires",San Miguel,-34.54462915517746,-58.72492954709454
"MARTIN FIERRO 465, Avellaneda, Buenos Aires",Avellaneda,-34.69882828281855,-58.313767535095025
"MANUEL CORVALAN 200, Avellaneda, Buenos Aires",Avellaneda,-34.7009241442951,-58.3241180318162
"CENTENARIO URUGUAYO 1855, Avellaneda, Buenos Aires",Avellaneda,-34.71014940631839,-58.34860419170806
"9 DE JULIO 190, Avellaneda, Buenos Aires",Avellaneda,-34.6653853459563,-58.36459030791711
"4149 ESPANA 400, San Miguel, Buenos Aires",San Miguel,-34.54981748022153,-58.725214739551745
"4121 LAS HERAS 569, San Miguel, Buenos Aires",San Miguel,-34.54180305027436,-58.699463195124615
"3174 AVENIDA FRANCIA 970, San Miguel, Buenos Aires",San Miguel,-34.56538297236086,-58.68519312837915
"3023 SALTA 191, San Miguel, Buenos Aires",San Miguel,-34.55999067106281,-58.66621928064454
"3238 IGR C DE CHAPEAUROUGE (ESQUINA 3075 SANTA FE), San Miguel, Buenos Aires",San Miguel,-34.5780220831953,-58.7130795343447
"COTAGAITA 100, Avellaneda, Buenos Aires",Avellaneda,-34.699045929822,-58.3238612640705
"4097 ARISTOBULO DEL VALLE 1154, San Miguel, Buenos Aires",San Miguel,-34.55156679010787,-58.6978526105478
"IGR TORCUATO DI TELLA 1153, Avellaneda, Buenos Aires",Avellaneda,-34.66897868180524,-58.39368312611052
"RN 205 - AV HIPOLITO YRIGOYEN 1900, Avellaneda, Buenos Aires",Avellaneda,-34.6787641157509,-58.3837488293782
"ARMENIA 40, Avellaneda, Buenos Aires",Avellaneda,-34.690285108045174,-58.33459878232512
"LAMBARE 11, Avellaneda, Buenos Aires",Avellaneda,-34.67014301909847,-58.35546898364445
"BV DE LOS ITALIANOS 100, Avellaneda, Buenos Aires",Avellaneda,-34.6971348605194,-58.3262121956115
"AV GENERAL GUEMES 1700, Avellaneda, Buenos Aires",Avellaneda,-34.6837590643138,-58.3743485917754
"MARTIN FIERRO 500, Avellaneda, Buenos Aires",Avellaneda,-34.6985231019265,-58.3134064778524
"MANUEL BELGRANO 4600, Avellaneda, Buenos Aires",Avellaneda,-34.6933605767529,-58.3358264591496
"BOLIVAR 6200, Avellaneda, Buenos Aires",Avellaneda,-34.69441849584799,-58.316625807427016
"CNL BRANDSEN 2900, Avellaneda, Buenos Aires",Avellaneda,-34.6802739148403,-58.3496559949232
"4111 CORNELIO SAAVEDRA 900, San Miguel, Buenos Aires",San Miguel,-34.5464275197369,-58.6984622946677
"AV BARTOLOME MITRE 1300, Avellaneda, Buenos Aires",Avellaneda,-34.6657043131961,-58.3586724451472
"ALMTE SOLIER 5000, Avellaneda, Buenos Aires",Avellaneda,-34.6985488476741,-58.333616399087
"4131 ITALIA 3400, San Miguel, Buenos Aires",San Miguel,-34.56283652027315,-58.727712183938294
"4101 HAEDO, San Miguel, Buenos Aires",San Miguel,-34.5422665493586,-58.6893639603825
"4198 SAN NICOLAS 1800, San Miguel, Buenos Aires",San Miguel,-34.54912962586864,-58.72670966739965
