direccion,localidad,latitud,longitud
"ARENALES 800, Campana, Buenos Aires",Campana,-34.1722185769904,-58.953200296284
"LOS ALAMOS 100, Merlo, Buenos Aires",Merlo,-34.6750620938361,-58.6804236452852
"CALLE 625, Berazategui, Buenos Aires",Berazategui,-34.88263501477324,-58.19514479842494
"POMPEYA, Merlo, Buenos Aires",Merlo,-34.66659397660885,-58.751219207739695
"CALLE 312 A 300, Berazategui, Buenos Aires",Berazategui,-34.78786769567689,-58.19467676518795
"CALLE 63, Berazategui, Buenos Aires",Berazategui,-34.76484416125505,-58.119783878272194
"CALLE 543 (ENTRE CALLE 619 Y CALLE 618), Berazategui, Buenos Aires",Berazategui,-34.88487550478355,-58.163960570509005
"AV 14 1958, Berazategui, Buenos Aires",Berazategui,-34.77733912145008,-58.23874773892159
"BOLIVAR 700, Merlo, Buenos Aires",Merlo,-34.6714635682791,-58.7257478066506
"J DIAZ DE SOLIS (ENTRE MARIO BRAVO Y BALCARCE), Merlo, Buenos Aires",Merlo,-34.68047300256745,-58.71377671662985
"TOAY 1300, Merlo, Buenos Aires",Merlo,-34.6638962719456,-58.7620050209793
"CALLE 151 1760, Berazategui, Buenos Aires",Berazategui,-34.762951004278925,-58.20398908683727
"CALLE 12 3600, Berazategui, Buenos Aires",Berazategui,-34.7663907200831,-58.2236794638349
"CALLE 154 1800, Berazategui, Buenos Aires",Berazategui,-34.7618041999149,-58.2008683446287
"CALLE 19 3600, Berazategui, Buenos Aires",Berazategui,-34.7732667214125,-58.2184837707944
"CALLE 17 1500, Berazategui, Buenos Aires",Berazategui,-34.7825591252357,-58.2409314839603
"LISANDRO DE LA TORRE 2816, Berazategui, Buenos Aires",Berazategui,-34.771634605255905,-58.192232654195216
"TUPAC AMARU (ESQUINA MORENO), Punta Indio, Buenos Aires",Punta Indio,-35.2430970792865,-57.272885390738
"CALLE 21, Berazategui, Buenos Aires",Berazategui,-34.75971999971197,-58.19036401817357
"SAN MARTIN (ENTRE MANCO CAPAC Y TUPAC AMARU), Punta Indio, Buenos Aires",Punta Indio,-35.24127612719511,-57.2688875024341
"SARMIENTO (ESQUINA ARAUCANOS), Punta Indio, Buenos Aires",Punta Indio,-35.2500629824839,-57.2671549557774
"CALLE 150 1365, Berazategui, Buenos Aires",Berazategui,-34.76031524155657,-58.20746210382095
"CALLE 150 1364, Berazategui, Buenos Aires",Berazategui,-34.76030479948531,-58.20747020790284
"CALLE 16 1675, Berazategui, Buenos Aires",Berazategui,-34.78045565145195,-58.239404720947604
"CALLE 61 6400, Berazategui, Buenos Aires",Berazategui,-34.7896199302632,-58.1499132439479
"CALLE 163, Berazategui, Buenos Aires",Berazategui,-34.79218017588,-58.14821181325319
"CALLE 11 (ENTRE CALLE 113 Y CALLE 114), Berazategui, Buenos Aires",Berazategui,-34.7769430365884,-58.24675499867955
"CALLE 25 (ENTRE LISANDRO DE LA TORRE Y CALLE 153), Berazategui, Buenos Aires",Berazategui,-34.76948782546495,-58.1954153910389
"CALLE 30 3302, Berazategui, Buenos Aires",Berazategui,-34.7847126820393,-58.21334914355159
"CALLE 148 2600, Berazategui, Buenos Aires",Berazategui,-34.79986205760415,-58.171842508136
"34 ALTE BROWN 364, Berisso, Buenos Aires",Berisso,-34.881491995579914,-57.85576711794558
"AV MONTEVIDEO, Berisso, Buenos Aires",Berisso,-34.931631229614,-57.750286960325454
"AV MONTEVIDEO 332, Berisso, Buenos Aires",Berisso,-34.86598492543699,-57.888800402188096
"2 NUEVA YORK (ESQUINA ALSINA), Berisso, Buenos Aires",Berisso,-34.857606501049,-57.8881787829938
"RODRIGUEZ PENA (ENTRE GUEMES Y INDEPENDENCIA), Merlo, Buenos Aires",Merlo,-34.660296957541945,-58.73277475126465
"AV MONTEVIDEO 1600, Berisso, Buenos Aires",Berisso,-34.8723467534004,-57.8742973710871
"AV MONTEVIDEO (ENTRE 28 VERGARA Y 29 YRIGOYEN), Berisso, Buenos Aires",Berisso,-34.8758093493999,-57.8618282314523
"IRIGOYEN, Ramallo, Buenos Aires",Ramallo,-33.48259832942145,-60.01442879298405
"CALLE 138 2436, Berazategui, Buenos Aires",Berazategui,-34.77765083010121,-58.21187390828457
"CALLE 2 5000, Berazategui, Buenos Aires",Berazategui,-34.7487184440592,-58.2156872051281
"EVA PERON 880, Ramallo, Buenos Aires",Ramallo,-33.4866659994605,-60.00604496972435
"RAFAEL OBLIGADO, Ramallo, Buenos Aires",Villa Ramallo,-33.503651259486446,-60.072852905446204
"BUENOS AIRES, Ramallo, Buenos Aires",Ramallo,-33.477762103996255,-60.00816870531634
"GUERRICO MANUEL J (ENTRE OBLIGADO Y COLON), Ramallo, Buenos Aires",Ramallo,-33.49037279486415,-60.01512792815575
"SAN MARTIN (ENTRE F ZAMPA Y JOSE LAZZARIN), Ramallo, Buenos Aires",Villa Ramallo,-33.4921811241989,-60.0561223776832
"CALLE 151 1234, Berazategui, Buenos Aires",Berazategui,-34.75851195717485,-58.20758418973879
"CALLE 11 5000, Berazategui, Buenos Aires",Berazategui,-34.7576591392506,-58.2094761298072
"CALLE 137 2100, Berazategui, Buenos Aires",Berazategui,-34.803414931590076,-58.18314011833247
"CALLE 108 400, Berazategui, Buenos Aires",Berazategui,-34.78675374191547,-58.24682099757709
"CALLE 131 A, Berazategui, Buenos Aires",Berazategui,-34.81503169338836,-58.1711397461709
"RO BLANCO (ENTRE RIVADAVIA Y YRIGOYEN), Ramallo, Buenos Aires",Villa Ramallo,-33.49077629915725,-60.0516610852728
"CALLE 16 3200, Berazategui, Buenos Aires",Berazategui,-34.772403776615,-58.2242111152983
"ARTURO FRONDIZI (ESQUINA IGNACIO J AGUIRRE), Ramallo, Buenos Aires",Villa Ramallo,-33.5094625849322,-60.0488542251518
"SAN MARTIN 289, Baradero, Buenos Aires",Baradero,-33.80220448601439,-59.49972864191199
"VELAZQUEZ BONIFACIO 1376, Ramallo, Buenos Aires",Ramallo,-33.48250818743511,-60.01495734450466
"TUCUMAN 828, Ramallo, Buenos Aires",Ramallo,-33.48961185439133,-60.00946994593989
"C 600 - SAN MARTIN 240, Chacabuco, Buenos Aires",Chacabuco,-34.63915840715092,-60.46697759226746
"C 115 - ANDRES DE VERA, Chacabuco, Buenos Aires",Chacabuco,-34.642834918339545,-60.456858859746
"AV 810 - VIEYTES (ENTRE AV ALSINA Y C 101 - PRIMERA JUNTA), Chacabuco, Buenos Aires",Chacabuco,-34.64661781893325,-60.4645036052607
"C 808 - OLAVARRIA 635, Chacabuco, Buenos Aires",Chacabuco,-34.63490187847976,-60.4534477640819
"RUTA NACIONAL 2, Castelli, Buenos Aires",Castelli,-36.080855569763344,-57.81723010051821
"MANUEL BELGRANO, Castelli, Buenos Aires",Castelli,-36.091300349554956,-57.80472755403844
"LOS PARAISOS, Ramallo, Buenos Aires",Villa Ramallo,-33.50719295892605,-60.03545451634535
"SAAVEDRA (ESQUINA RAFAEL OBLIGADO), Ramallo, Buenos Aires",Villa Ramallo,-33.5074881696846,-60.067777505751
"JUSTO JUAN B, Ramallo, Buenos Aires",Ramallo,-33.49180257589265,-60.019218180485296
"F ZAMPA (ENTRE SAN MARTIN Y RIVADAVIA), Ramallo, Buenos Aires",Villa Ramallo,-33.492935470794094,-60.0560781740876
"PERGAMINO 1000, Lanús, Buenos Aires",Lanus,-34.7092243285002,-58.3699052047322
"GDOR FELIPE LLAVALLOL 500, Lanús, Buenos Aires",Lanus,-34.7036340170036,-58.3991117467462
"CHACO, Lanús, Buenos Aires",Lanus,-34.6953481721942,-58.392569464737505
"ITUZAINGO 1200, Lanús, Buenos Aires",Lanus,-34.7077325535916,-58.3885153991403
"HIPOLITO YRIGOYEN, Carmen de Areco, Buenos Aires",Carmen de Areco,-34.3983071104145,-59.84263429508615
"DR ARTURO F MELO 3100, Lanús, Buenos Aires",Lanus,-34.7092584895688,-58.3941830652039
"DR ARTURO F MELO 3510, Lanús, Buenos Aires",Lanus,-34.71343160495874,-58.39511116360807
"CNL MENDEZ 3400, Lanús, Buenos Aires",Lanus,-34.7283321714936,-58.3998293542381
"ENRIQUE DEL VALLE IBERLUCEA 2900, Lanús, Buenos Aires",Lanus,-34.733055309174524,-58.398303485909345
"GRL JUAN E PEDERNERA 3100, Lanús, Buenos Aires",Lanus,-34.7296421843557,-58.3809723016425
"CNL SEGUI 1000, Lanús, Buenos Aires",Lanus,-34.6954204793334,-58.403165618392
"CNL D ELIA 1800, Lanús, Buenos Aires",Lanus,-34.6900811389419,-58.4093385587239
"CNL LYNCH (ESQUINA ROMA), Lanús, Buenos Aires",Lanus,-34.7455221745959,-58.3667406643997
"GDOR OLIDEN 285, Lanús, Buenos Aires",Lanus,-34.67305970008156,-58.39902303962479
"JOSE MARIA MORENO 100, Lanús, Buenos Aires",Lanus,-34.7013518794356,-58.3933318552681
"ANATOLE FRANCE 1600, Lanús, Buenos Aires",Lanus,-34.7053927437088,-58.3860615259678
"ALBERTI (ESQUINA ROSA BALZARETTI), Carmen de Areco, Buenos Aires",Carmen de Areco,-34.3949659201402,-59.8243498638699
"DR ARTURO F MELO 4500, Lanús, Buenos Aires",Lanus,-34.73242878073592,-58.39962244304039
"FLORIDA 2200, Lanús, Buenos Aires",Lanus,-34.6818561379434,-58.4221304469726
"RODRIGUEZ OLLO (ESQUINA DERQUI), Carmen de Areco, Buenos Aires",Carmen de Areco,-34.393612521234,-59.8218169518241
"9 DE JULIO 1600, Lanús, Buenos Aires",Lanus,-34.7111470866464,-58.385687778569
"AMANCIO ALCORTA 400, Lanús, Buenos Aires",Lanus,-34.7004147213322,-58.3972814526397
"SAN JUAN (ESQUINA AV INDEPENDENCIA), Saavedra, Buenos Aires",Saavedra,-37.76520898433,-62.358321386268
"MORENO (ENTRE LARREA Y SAAVEDRA), Carmen de Areco, Buenos Aires",Carmen de Areco,-34.37572206605025,-59.822907870383446
"ELIAS VEDOYA 3300, Lanús, Buenos Aires",Lanus,-34.725955625922325,-58.40835730492242
"GDOR CARLOS TEJEDOR 200, Lanús, Buenos Aires",Lanus,-34.7024551864041,-58.3945751921257
"VALPARAISO 800, Lanús, Buenos Aires",Lanus,-34.66958924259855,-58.41305631125125
"FLORIDA 2300, Lanús, Buenos Aires",Lanus,-34.6824116817337,-58.4232563086946
"ENRIQUE DEL VALLE IBERLUCEA 4300, Lanús, Buenos Aires",Lanus,-34.73356720489544,-58.39828558555485
"ALBERTI (ESQUINA RODRIGUEZ OLLO), Carmen de Areco, Buenos Aires",Carmen de Areco,-34.3932899870243,-59.823965445626
"ONCATIVO 1026, Lanús, Buenos Aires",Lanus,-34.702847800569046,-58.378072429183156
"GUIDI HECTOR 800, Lanús, Buenos Aires",Lanus,-34.7050644936337,-58.3715609254557
"2 DE MAYO 2800, Lanús, Buenos Aires",Lanus,-34.7035821876758,-58.3971616021593
"DEL CANAL (ESQUINA 25 DE MAYO), Carmen de Areco, Buenos Aires",Carmen de Areco,-34.3722503539989,-59.8148494601769
"25 DE MAYO (ENTRE DEL CANAL Y MAIPU), Carmen de Areco, Buenos Aires",Carmen de Areco,-34.37234363543325,-59.8141796770817
"AV MITRE (ESQUINA SAN JUAN), Saavedra, Buenos Aires",Saavedra,-37.7691498965336,-62.3534122974369
"ENRIQUE DEL VALLE IBERLUCEA 3100, Lanús, Buenos Aires",Lanus,-34.73313347983307,-58.39831314846472
"JUAN B JUSTO (ENTRE BERON DE ASTRADA Y FELIX ALZAGA), Lanús, Buenos Aires",Lanus,-34.72049658481885,-58.3833692744249
"RONDEAU, Bolívar, Buenos Aires",San Carlos de Bolívar,-36.2518533142552,-61.133759675594746
"SANTIAGO DEL ESTERO 3448, Lanús, Buenos Aires",Lanus,-34.7110025342082,-58.40937548900475
"FRAY JOSE W ACHAVAL 2300, Lanús, Buenos Aires",Lanus,-34.73529445085819,-58.378031547852416
"JUAN B JUSTO 2500, Lanús, Buenos Aires",Lanus,-34.7201423166965,-58.3829913911246
"HIPOLITO YRIGOYEN 4800, Lanús, Buenos Aires",Lanus,-34.712847746441454,-58.392689211883415
"RAMON FRANCO 4100, Lanús, Buenos Aires",Lanus,-34.7308720810007,-58.4100999092433
"PASO DE BURGOS 200, Lanús, Buenos Aires",Lanus,-34.667339843246,-58.4047273414219
"2 DE MAYO 2500, Lanús, Buenos Aires",Lanus,-34.7004147213322,-58.3972814526397
"LINIERS 161, Campana, Buenos Aires",Campana,-34.1793425761883,-58.94619647547088
"PDTE RAUL ALFONSIN 1300, Lanús, Buenos Aires",Lanus,-34.7006899209247,-58.3784183454503
"RUTH DE PAOLI, Campana, Buenos Aires",Campana,-34.18584226857705,-58.9333751946777
"CHAPUIS 193, Campana, Buenos Aires",Campana,-34.20777468967097,-58.93781515553708
"VALPARAISO 600, Lanús, Buenos Aires",Lanus,-34.668221712896255,-58.411592242031446
"HERNANDARIAS 1100, Lanús, Buenos Aires",Lanus,-34.7281551517134,-58.4104002469001
"MANUEL CASTRO 1900, Lanús, Buenos Aires",Lanus,-34.7171819148105,-58.4082044640939
"ARISTOBULO DEL VALLE 300, Lanús, Buenos Aires",Lanus,-34.7047915723056,-58.3958191531236
"VILLA DE LUJAN 900, Lanús, Buenos Aires",Lanus,-34.7090634962175,-58.3680302623526
"MANUEL OCAMPO 2000, Lanús, Buenos Aires",Lanus,-34.6871319485466,-58.4102389641717
"JOSE MARMOL 300, Lanús, Buenos Aires",Lanus,-34.7140771087351,-58.3963186691126
"HIPOLITO YRIGOYEN 5200, Lanús, Buenos Aires",Lanus,-34.71540452036597,-58.39323862906768
"MANUELA PEDRAZA 2500, Lanús, Buenos Aires",Lanus,-34.6884108304778,-58.4189514492291
"SITIO DE MONTEVIDEO 1100, Lanús, Buenos Aires",Lanus,-34.7062030475405,-58.3887196895216
"ENRIQUE DEL VALLE IBERLUCEA 2922, Lanús, Buenos Aires",Lanus,-34.706135199202734,-58.39312315924093
"CMTE MAMBERTI 1081, Lanús, Buenos Aires",Lanus,-34.6988880978459,-58.38408971519091
"CHASCOMUS 1900, Lanús, Buenos Aires",Lanus,-34.7257305745584,-58.3634403770249
"GUATEMALA 3200, Lanús, Buenos Aires",Lanus,-34.6654431198144,-58.4056213490384
"DR DOMINGO N BASAVILBASO 1480, Lanús, Buenos Aires",Lanus,-34.70565150805861,-58.38296647408405
"TUCUMAN 1105, Lanús, Buenos Aires",Lanus,-34.70546552576569,-58.3878631151181
"ENRIQUE DEL VALLE IBERLUCEA 4900, Lanús, Buenos Aires",Lanus,-34.733795029827014,-58.39834829083422
"DR ARTURO F MELO 2715, Lanús, Buenos Aires",Lanus,-34.70260887261031,-58.39457084727917
"JUNCAL 2000, Lanús, Buenos Aires",Lanus,-34.7081119781159,-58.375186157554
"CORDOBA 2100, Lanús, Buenos Aires",Lanus,-34.7126322543088,-58.3855388521686
"BERTOLINI 400, Campana, Buenos Aires",Campana,-34.1743190268655,-58.9499904361342
"ARISTOBULO DEL VALLE 100, Lanús, Buenos Aires",Lanus,-34.7047118645983,-58.3931904873353
"MIGUEL CANE 200, Lanús, Buenos Aires",Lanus,-34.7113286983474,-58.3946560304013
"DI LUCA (ENTRE ERNESTO RIVES Y FERNANDEZ FRANCISCO), Campana, Buenos Aires",Campana,-34.19782511649185,-58.9252290192818
"ITUZAINGO 1348, Lanús, Buenos Aires",Lanus,-34.708708537082984,-58.387146887203606
"JUAN FARREL 700, Lanús, Buenos Aires",Lanus,-34.673790550411,-58.405723199122
"ARISTOBULO DEL VALLE 49, Lanús, Buenos Aires",Lanus,-34.70469108508284,-58.392481969737545
"DR DOMINGO N BASAVILBASO 1600, Lanús, Buenos Aires",Lanus,-34.7067291985036,-58.3842129320054
"GRL O HIGGINS 1549, Lanús, Buenos Aires",Lanus,-34.70561033275792,-58.384493487277425
"MARCO AVELLANEDA 800, Lanús, Buenos Aires",Lanus,-34.693430925481245,-58.431673736629996
"PASO DE BURGOS 300, Lanús, Buenos Aires",Lanus,-34.6679978884304,-58.405442833375
"SANTIAGO PLAUL 1700, Lanús, Buenos Aires",Lanus,-34.6878581855907,-58.4057139168919
"TUCUMAN 100, Lanús, Buenos Aires",Lanus,-34.7039462784602,-58.3904987181411
"SENADOR PALLARES 2600, Lanús, Buenos Aires",Lanus,-34.6744970261206,-58.4064658366885
"SITIO DE MONTEVIDEO 1600, Lanús, Buenos Aires",Lanus,-34.7095751182395,-58.3840484340053
"CNL AGUILAR 2200, Lanús, Buenos Aires",Lanus,-34.73293779301213,-58.3797865527802
"HIPOLITO YRIGOYEN 6257, Lanús, Buenos Aires",Lanus,-34.731478326515095,-58.396595412527965
"FRAY LUIS BELTRAN, Cañuelas, Buenos Aires",Cañuelas,-35.0844752956332,-58.7666996742351
"MINISTRO BRIN 4500, Lanús, Buenos Aires",Lanus,-34.7255500499347,-58.3987355136994
"GDOR FELIPE LLAVALLOL 400, Lanús, Buenos Aires",Lanus,-34.7035821876758,-58.3971616021593
"JOSE MARIA MORENO 300, Lanús, Buenos Aires",Lanus,-34.7014224268202,-58.3959496785274
"MARMOL JOSE 1881, Cañuelas, Buenos Aires",Cañuelas,-35.04173645341925,-58.77304658917355
"DEL CARMEN (ENTRE RCA ORIENTAL DEL URUGUAY Y LARREA), Cañuelas, Buenos Aires",Cañuelas,-35.04685185549255,-58.7532291343354
"PDTE ARTURO ILLIA 1200, Lanús, Buenos Aires",Lanus,-34.7046581519052,-58.3870798549332
"JUJUY 1700, Lanús, Buenos Aires",Lanus,-34.6930354548014,-58.4003782098474
"VICENTE T DAMONTE 1200, Lanús, Buenos Aires",Lanus,-34.7003327542627,-58.3842667385507
"DR ALFREDO PALACIOS (ENTRE MENDOZA Y LA RIOJA), Lanús, Buenos Aires",Lanus,-34.678969343135,-58.3967100156456
"ONCATIVO 2100, Lanús, Buenos Aires",Lanus,-34.71439687876471,-58.39156739677158
"25 DE MAYO 1269, Cañuelas, Buenos Aires",Cañuelas,-35.047273241771975,-58.75501137977987
"CATAMARCA 1200, Lanús, Buenos Aires",Lanus,-34.687814813619596,-58.40188378875317
"ARISTOBULO DEL VALLE 572, Lanús, Buenos Aires",Lanus,-34.70491078676393,-58.400097983517526
"ENRIQUE DEL VALLE IBERLUCEA 3300, Lanús, Buenos Aires",Lanus,-34.7332043036245,-58.398290700778084
"MAIPU 100, Cañuelas, Buenos Aires",Cañuelas,-35.0643871054096,-58.7543387129777
"ANDRES MARRASPIN 3800, Lanús, Buenos Aires",Lanus,-34.7268607159484,-58.4079032850111
"SAN VICENTE 100, Cañuelas, Buenos Aires",Cañuelas,-35.05545830239,-58.752280604025955
"DE LA CRUZ 400, Lanús, Buenos Aires",Lanus,-34.7197155231434,-58.3997627182204
"SALTA 1502, Lanús, Buenos Aires",Lanus,-34.7071532471385,-58.38155090833914
"SAN VICENTE 1157, Cañuelas, Buenos Aires",Cañuelas,-35.04506879253257,-58.766212001630365
"SAN VICENTE 1100, Cañuelas, Buenos Aires",Cañuelas,-35.04509377010326,-58.76618054345877
"HIPOLITO BOUCHARD 1100, Lanús, Buenos Aires",Lanus,-34.6967956016359,-58.3773346860558
"2 DE MAYO 3600, Lanús, Buenos Aires",Lanus,-34.7137733002055,-58.3984071718021
"25 DE MAYO 1000, Lanús, Buenos Aires",Lanus,-34.7055489192357,-58.4068275052718
"BRANDSEN 1600, Cañuelas, Buenos Aires",Cañuelas,-35.0500210516909,-58.7690536573625
"CASTELLI 1285, Cañuelas, Buenos Aires",Cañuelas,-35.04748959322825,-58.766065454499824
"RIVADAVIA 100, Cañuelas, Buenos Aires",Cañuelas,-35.0576017870997,-58.7547534365377
"RUTA PROV 6, Cañuelas, Buenos Aires",Cañuelas,-35.0280121461712,-58.7307306691653
"CARLOS GARDEL 100, Lanús, Buenos Aires",Lanus,-34.7094155913604,-58.3931104240206
"LIBERTAD 200, Cañuelas, Buenos Aires",Cañuelas,-35.04334547604493,-58.77435378360428
"RAWSON (ESQUINA FLORIDA), Cañuelas, Buenos Aires",Cañuelas,-35.0558930388898,-58.7684258644782
"BRASIL, Cañuelas, Buenos Aires",Cañuelas,-35.0401224711346,-58.74260719920765
"CNL ALLENDE 2600, Lanús, Buenos Aires",Lanus,-34.72589327140547,-58.382627635831156
"SENADOR PALLARES 2900, Lanús, Buenos Aires",Lanus,-34.6726471909026,-58.4089875661045
"25 DE MAYO 245, Cañuelas, Buenos Aires",Cañuelas,-35.05548679033446,-58.76482174484603
"AUT EZEIZA CANUELAS, Cañuelas, Buenos Aires",Cañuelas,-34.99583807092933,-58.71387405933073
"SAN VICENTE (ENTRE YRIGOYEN Y OLAVARRIA), Cañuelas, Buenos Aires",Cañuelas,-35.04712736381521,-58.7635136663298
"DE LOS INMIGRANTES 1000, Cañuelas, Buenos Aires",Cañuelas,-35.0431642730047,-58.7517146118356
"GDOR FELIPE LLAVALLOL 161, Lanús, Buenos Aires",Lanus,-34.703517308812955,-58.39403722809951
"DIPUTADO PEDRERA 1600, Lanús, Buenos Aires",Lanus,-34.68638073676856,-58.40491430456259
"GRL MACHAINT 3464, Lanús, Buenos Aires",Lanus,-34.71259833714299,-58.399249963577084
"CNL MURGUIONDO 400, Lanús, Buenos Aires",Lanus,-34.6666850675316,-58.4084823945442
"1 DE NOVIEMBRE 857, Cañuelas, Buenos Aires",Cañuelas,-35.04338383675313,-58.74937365293616
"PASO DE LA PATRIA 700, Lanús, Buenos Aires",Lanus,-34.6749876095324,-58.4040962141117
"VIRREY SANTIAGO DE LINIERS 700, Lanús, Buenos Aires",Lanus,-34.6952442953939,-58.3976839672121
"PARANA, Cañuelas, Buenos Aires",Cañuelas,-35.0580869377335,-58.76807493272145
"24 DE SETIEMBRE 915, Cañuelas, Buenos Aires",Cañuelas,-35.04456992207623,-58.75205431249696
"B MITRE 471, Cañuelas, Buenos Aires",Cañuelas,-35.05447177096203,-58.75715647116512
"GRL MADARIAGA 2100, Lanús, Buenos Aires",Lanus,-34.7155085819907,-58.3815534991755
"JOSE MARIA MORENO 1500, Lanús, Buenos Aires",Lanus,-34.6992340574681,-58.4126257346846
"ARISTOBULO DEL VALLE 355, Lanús, Buenos Aires",Lanus,-34.70481099880009,-58.396540420992096
"DR DOMINGO N BASAVILBASO 1549, Lanús, Buenos Aires",Lanus,-34.70625296439554,-58.38367093388739
"JOSE MARIA MORENO 200, Lanús, Buenos Aires",Lanus,-34.7013984994325,-58.3946141591775
"2 DE MAYO 2420, Lanús, Buenos Aires",Lanus,-34.69947945265282,-58.397306968081544
"CAMILO V CAVOUR 4200, Lanús, Buenos Aires",Lanus,-34.7216103365134,-58.3991286662776
"SAN VLADIMIRO 5200, Lanús, Buenos Aires",Lanus,-34.6885831828575,-58.4329914687003
"GDOR IRIGOYEN 200, Lanús, Buenos Aires",Lanus,-34.7057019954719,-58.3944591712881
"PASO 63, Cañuelas, Buenos Aires",Cañuelas,-35.04589813901207,-58.76349388155311
"LARA 1488, Cañuelas, Buenos Aires",Cañuelas,-35.049994402077814,-58.76752512759778
"ENRIQUE DEL VALLE IBERLUCEA 3143, Lanús, Buenos Aires",Lanus,-34.70980982267623,-58.39320452608236
"LARA 1490, Cañuelas, Buenos Aires",Cañuelas,-35.04999343480598,-58.76752635434297
"BASABILBASO 180, Cañuelas, Buenos Aires",Cañuelas,-35.05906695098747,-58.76141009169053
"25 DE MAYO 1420, Cañuelas, Buenos Aires",Cañuelas,-35.0455431118057,-58.75295984546683
"TUCUMAN 1100, Lanús, Buenos Aires",Lanus,-34.7054351803021,-58.387905132171
"BRASIL 3200, Lanús, Buenos Aires",Lanus,-34.6666627181766,-58.4069860219373
"GDOR GRL JUAN J VIAMONTE 812, Lanús, Buenos Aires",Lanus,-34.699242950958045,-58.40428518681733
"DR DOMINGO N BASAVILBASO 2000, Lanús, Buenos Aires",Lanus,-34.7097488366427,-58.3876358795178
"SALTA, Cañuelas, Buenos Aires",Cañuelas,-35.05843588030025,-58.75213649454775
"ESTADOS UNIDOS (ENTRE CORDOBA Y MENDOZA), Cañuelas, Buenos Aires",Cañuelas,-35.055247917437555,-58.740920424349
"CALLE MORENO 148, Cañuelas, Buenos Aires",Cañuelas,-35.05996244310448,-58.7582312304959
"ONCATIVO 1700, Lanús, Buenos Aires",Lanus,-34.714233262868916,-58.39125983215983
"CNL PRINGLES 900, Lanús, Buenos Aires",Lanus,-34.700416106233,-58.3859508387789
"FRANCISCO PAZ 200, Lanús, Buenos Aires",Lanus,-34.6900595641194,-58.3886289199727
"SAN MARTIN, Cañuelas, Buenos Aires",Cañuelas,-35.053354782544446,-58.7593729141369
"RCA ARGENTINA 3500, Lanús, Buenos Aires",Lanus,-34.6653889496012,-58.410008904738
"MANUEL QUINDIMIL 600, Lanús, Buenos Aires",Lanus,-34.69170326635438,-58.399862455966264
"ARISTOBULO DEL VALLE 235, Lanús, Buenos Aires",Lanus,-34.70476246678763,-58.39495018159772
"JOSE MARMOL 900, Lanús, Buenos Aires",Lanus,-34.714162889287515,-58.3996398449574
"LAS HERAS (ESQUINA 25 DE MAYO), Cañuelas, Buenos Aires",Cañuelas,-35.0409013538359,-58.7473414018533
"JOSE MARIA MORENO 600, Lanús, Buenos Aires",Lanus,-34.701548957204395,-58.39992155426645
"PASO 100, Cañuelas, Buenos Aires",Cañuelas,-35.04587912424825,-58.76351814057886
"DR RICARDO BALBIN 700, Lanús, Buenos Aires",Lanus,-34.69460023478575,-58.433190146705684
"GRL DEHEZA 2100, Lanús, Buenos Aires",Lanus,-34.7193039856276,-58.3762072938819
"GRL O HIGGINS 800, Lanús, Buenos Aires",Lanus,-34.6999440923922,-58.3775569481103
"1 DE MAYO 221, Cañuelas, Buenos Aires",Cañuelas,-35.064234035226946,-58.754533115041866
"CMTE MAMBERTI 1200, Lanús, Buenos Aires",Lanus,-34.699719873742,-58.3851022318828
"12 DE OCTUBRE 733, Cañuelas, Buenos Aires",Cañuelas,-35.05310253168992,-58.770283193087934
"SAN VICENTE 700, Cañuelas, Buenos Aires",Cañuelas,-35.045269051301055,-58.76595978435988
"CAMILO V CAVOUR 3100, Lanús, Buenos Aires",Lanus,-34.7089532671198,-58.3963281625759
"PICHINCHA (ESQUINA GRL MADARIAGA), Lanús, Buenos Aires",Lanus,-34.7081718396751,-58.3732658423436
"JOSE P ALBARRACIN 2700, Lanús, Buenos Aires",Lanus,-34.7270271841541,-58.3822350479896
"12 DE OCTUBRE 958, Cañuelas, Buenos Aires",Cañuelas,-35.05301104218762,-58.770400635933804
"12 DE OCTUBRE 700, Cañuelas, Buenos Aires",Cañuelas,-35.05311595015026,-58.77026596813721
"RIVADAVIA 240, Cañuelas, Buenos Aires",Cañuelas,-35.056724948044526,-58.75588699887219
"VILLA DE LUJAN 1300, Lanús, Buenos Aires",Lanus,-34.7123205491055,-58.3714811667027
"EVA PERON 1400, Lanús, Buenos Aires",Lanus,-34.7057957796518,-58.3831506156941
"SALTA 1700, Lanús, Buenos Aires",Lanus,-34.7087983546108,-58.3832449771986
"INDEPENDENCIA 46, Cañuelas, Buenos Aires",Cañuelas,-35.05654573807008,-58.752746248903506
"ACAPULCO, Cañuelas, Buenos Aires",Cañuelas,-34.99363110959905,-58.7102906346247
"LAS HERAS, Cañuelas, Buenos Aires",Cañuelas,-35.039920992087204,-58.748590597962945
"MOZOTEGUI PEDRO 940, Cañuelas, Buenos Aires",Cañuelas,-35.04892207643863,-58.76156754611835
"GDOR IRIGOYEN 244, Lanús, Buenos Aires",Lanus,-34.70571753433991,-58.395038307519144
"ARTURO M BAS 135, Lanús, Buenos Aires",Lanus,-34.73163421835342,-58.39756483289122
"SITIO DE MONTEVIDEO 1400, Lanús, Buenos Aires",Lanus,-34.7082299459418,-58.3859190935557
"MINISTRO BRIN 2700, Lanús, Buenos Aires",Lanus,-34.7024944150471,-58.3959071579277
